gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,TechSupport,MultipleLines,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,Yes,1,DSL,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),70.45,70.45,No
Male,0,Yes,Yes,49,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Electronic check,97.95,4917.9,No
Female,0,No,No,29,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,20.0,599.3,No
Male,0,Yes,No,69,DSL,Yes,Yes,No,Yes,Two year,Yes,Mailed check,84.7,5878.9,No
Male,0,No,Yes,41,DSL,Yes,No,No,Yes,One year,No,Mailed check,70.2,2894.55,No
Female,0,Yes,Yes,34,No,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),20.1,682.1,No
Female,0,No,No,64,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.5,7069.25,No
Female,1,No,No,25,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.7,2187.55,Yes
Female,0,No,No,64,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.1,7334.05,No
Female,1,No,No,16,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.4,1581.2,Yes
Male,1,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,Yes
Male,0,Yes,No,2,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.45,171.45,No
Male,1,Yes,No,36,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.25,3132.75,Yes
Male,0,Yes,Yes,53,DSL,No,Yes,Yes,Yes,One year,Yes,Mailed check,78.75,3942.45,No
Male,0,No,No,1,,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,19.4,19.4,Yes
Female,0,No,No,8,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.1,679.3,Yes
Female,0,No,No,7,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.4,715.0,No
Male,0,Yes,Yes,67,DSL,Yes,No,No phone service,Yes,Two year,No,Credit card (automatic),50.9,3281.65,No
Female,1,Yes,No,70,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.2,6474.45,No
Female,0,No,No,70,,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.95,7795.95,No
Female,0,Yes,Yes,72,DSL,Yes,No,No phone service,Yes,Two year,Yes,Credit card (automatic),53.8,3952.45,No
Male,0,No,No,13,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,98.15,1230.25,Yes
Female,0,Yes,No,12,DSL,Yes,No,Yes,Yes,One year,No,Electronic check,78.85,876.75,No
Male,0,No,No,2,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.05,33.7,No
Female,0,Yes,Yes,13,,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),25.0,332.5,No
Female,0,Yes,No,72,No,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),24.85,1871.85,No
Male,0,Yes,No,30,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.05,2866.45,Yes
Female,0,Yes,No,58,DSL,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.25,3791.6,No
Male,1,No,No,3,,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.05,231.8,Yes
Female,0,Yes,No,71,DSL,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.45,5662.25,No
Male,0,Yes,No,71,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,109.6,7854.15,No
Female,0,No,No,7,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,75.15,525.0,No
Female,0,No,No,72,DSL,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),73.0,5265.2,No
Male,0,No,No,56,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.4,4922.4,No
Male,0,Yes,No,63,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),84.65,5377.8,No
Female,1,Yes,No,70,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.0,7987.6,No
Male,0,No,No,22,DSL,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,54.45,1127.35,Yes
Male,0,No,No,18,DSL,No,No,No phone service,No,Month-to-month,Yes,Credit card (automatic),33.5,600.0,Yes
Male,0,No,No,24,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.35,2238.5,Yes
Male,0,Yes,No,1,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.75,90.75,Yes
Female,0,Yes,Yes,51,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,95.15,5000.05,No
Male,0,No,No,63,Fiber optic,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.4,6713.2,No
Male,0,No,No,22,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.35,2317.1,Yes
Female,0,No,No,29,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,20.35,617.35,No
Male,0,No,No,30,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,19.7,625.05,No
Male,0,Yes,No,4,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.65,301.4,Yes
Male,0,No,No,69,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,7386.05,No
Female,0,No,No,22,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.8,1049.05,No
Male,0,Yes,No,52,DSL,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),81.4,4354.45,No
Female,1,No,No,34,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.35,3190.25,No
Female,0,Yes,Yes,61,No,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),19.1,1143.8,No
Male,0,No,No,1,DSL,No,No,No,No,Month-to-month,No,Electronic check,44.0,44.0,No
Female,1,No,No,13,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,1308.1,Yes
Female,0,Yes,Yes,28,Fiber optic,No,No,No,Yes,One year,Yes,Bank transfer (automatic),90.1,2598.95,Yes
Male,0,No,No,8,DSL,Yes,No,No phone service,No,Month-to-month,No,Mailed check,29.35,216.45,No
Male,0,No,No,62,,Yes,Yes,No phone service,No,Two year,Yes,Bank transfer (automatic),43.7,2618.3,No
Female,1,Yes,Yes,56,DSL,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),72.6,4084.35,No
Male,0,No,Yes,27,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,20.6,,No
Female,0,No,Yes,4,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),20.4,94.5,No
Male,1,No,No,52,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.95,3829.75,No
Female,1,Yes,No,60,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,89.45,5294.6,No
Male,1,No,No,5,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.5,477.7,Yes
Female,0,Yes,No,42,Fiber optic,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),99.0,4135.0,No
Male,0,No,No,4,DSL,No,No,No phone service,Yes,Month-to-month,Yes,Electronic check,44.55,174.3,Yes
Female,0,Yes,Yes,69,Fiber optic,Yes,No,Yes,No,One year,No,Bank transfer (automatic) ,84.45,5848.6,No
Male,0,Yes,Yes,64,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,81.05,5135.35,No
Male,0,Yes,Yes,30,DSL,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,67.6,2000.2,No
Male,0,No,No,13,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,931.75,No
Female,0,Yes,Yes,67,DSL,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),74.0,4868.4,No
Female,0,Yes,No,43,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.1,4107.3,No
Female,0,No,No,25,Fiber optic,No,Yes,Yes,Yes,Two year,No,Electronic check,108.9,2809.05,No
Male,0,Yes,Yes,72,No,No internet service,No internet service,Yes,No internet service,Two year,No,Mailed check,9999.0,1851.45,No
Female,0,No,No,15,DSL,No,No,No,No,Month-to-month,No,Electronic check,48.85,736.8,No
Female,0,Yes,No,60,DSL,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),59.85,3483.45,No
Male,0,Yes,No,58,DSL,Yes,No,Yes,Yes,Two year,Yes,Electronic check,86.1,4890.5,No
Female,0,No,No,4,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,55.2,220.65,No
Male,1,Yes,No,1,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.4,74.4,Yes
Female,0,Yes,Yes,41,DSL,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),79.9,3326.2,Yes
Male,0,No,No,1,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,50.15,No
Male,0,No,No,60,DSL,Yes,No,No,No,Two year,No,Electronic check,61.4,3638.25,No
Female,0,No,No,66,DSL,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),61.15,4017.45,No
Female,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.5,20.5,Yes
Female,0,Yes,Yes,23,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Mailed check,84.4,1936.85,No
Female,0,No,No,11,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,94.2,999.9,No
Female,0,No,No,60,Fiber optic,No,No,Yes,No,One year,Yes,Bank transfer (automatic),79.2,4765.0,No
Male,0,Yes,Yes,42,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,19.35,867.3,No
Female,0,Yes,Yes,47,DSL,No,Yes,No,No,Two year,No,Bank transfer (automatic),63.8,3007.25,No
Male,1,Yes,No,70,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.55,6306.5,No
Male,1,No,No,67,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.4,6841.05,No
Male,0,Yes,No,7,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,451.1,Yes
Male,0,No,No,4,DSL,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.75,226.2,No
Male,0,No,No,26,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.75,2146.5,No
Female,0,No,No,6,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.1,455.3,Yes
Male,0,No,No,1,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,45.05,45.05,Yes
Male,0,Yes,Yes,58,DSL,Yes,No,No phone service,Yes,One year,No,Mailed check,50.0,2919.85,No
Female,1,Yes,Yes,47,Fiber optic,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.55,3309.25,Yes
Female,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,79.7,79.7,Yes
Male,0,No,No,13,No,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,19.95,253.8,No
Male,0,Yes,Yes,12,DSL,No,Yes,No phone service,No,Month-to-month,No,Mailed check,35.5,432.25,No
Female,0,Yes,No,21,Fiber optic,No,Yes,No,No,One year,No,Electronic check,79.2,1742.45,No
Female,0,Yes,Yes,6,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,48.8,297.35,No
Female,0,Yes,No,72,DSL,Yes,Yes,No,Yes,Two year,No,Mailed check,85.1,6155.4,No
Female,0,Yes,No,28,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,92.35,2602.9,Yes
Male,0,No,No,54,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.8,4667.0,No
Female,0,Yes,Yes,50,Fiber optic,No,Yes,No,Yes,One year,No,Mailed check,103.05,,No
Male,0,No,Yes,40,DSL,Yes,Yes,No phone service,No,One year,No,Mailed check,40.25,1564.05,No
Female,1,No,Yes,33,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3465.05,No
Male,1,Yes,No,55,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Electronic check,113.6,6292.7,No
Female,0,Yes,Yes,12,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,198.1,No
Female,0,Yes,Yes,64,Fiber optic,No,No,Yes,No,One year,Yes,Electronic check,92.85,5980.75,No
Male,1,No,No,53,DSL,No,No,No phone service,Yes,Month-to-month,Yes,Electronic check,54.45,2854.55,Yes
Male,0,No,No,40,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,24.6,973.95,No
Male,0,No,No,9,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,75.6,661.55,No
Male,0,Yes,Yes,49,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.4,4494.65,No
Female,0,Yes,Yes,26,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),20.25,493.95,No
Female,0,No,No,4,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,324.2,No
Male,0,Yes,Yes,27,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.75,2793.55,No
Female,0,Yes,Yes,3,DSL,No,Yes,No phone service,No,Month-to-month,Yes,Mailed check,31.0,95.05,Yes
Female,1,No,No,14,DSL,No,No,No phone service,Yes,Month-to-month,Yes,Electronic check,46.35,672.7,No
Male,0,Yes,Yes,72,DSL,Yes,Yes,No phone service,Yes,Two year,Yes,Credit card (automatic),65.25,4478.85,No
Female,0,Yes,Yes,62,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,100.15,6283.3,Yes
Male,0,No,No,3,DSL,No,Yes,No,No,Month-to-month,No,Mailed check,60.65,196.9,No
Male,0,Yes,Yes,52,No,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),20.85,1071.6,No
Male,1,Yes,No,69,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.95,6143.15,Yes
Male,0,No,No,12,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.45,1059.55,Yes
Female,1,No,No,24,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,20.3,459.95,No
Female,1,No,No,32,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,2276.95,Yes
Male,1,Yes,No,44,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.2,4040.2,No
Female,0,No,No,8,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,20.7,137.6,No
Female,1,Yes,No,25,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,1813.1,No
Male,0,No,No,32,No,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),20.35,707.5,No
Female,0,No,No,3,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,19.75,58.85,Yes
Male,0,Yes,No,37,DSL,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,55.05,2030.75,No
Male,0,Yes,No,25,DSL,No,No,No phone service,Yes,One year,Yes,Credit card (automatic),38.1,970.4,No
Male,1,No,No,23,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,2483.5,Yes
Male,0,No,No,6,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,84.4,556.35,Yes
Male,0,Yes,No,51,Fiber optic,Yes,No,Yes,No,One year,Yes,Credit card (automatic),96.4,4911.05,No
Male,0,Yes,Yes,47,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.5,,No
Female,0,Yes,Yes,61,DSL,Yes,Yes,Yes,No,One year,Yes,Electronic check,79.4,4820.55,No
Female,1,No,No,2,,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.55,187.45,Yes
Male,0,No,No,9,No,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,20.15,163.7,No
Female,0,No,No,8,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.05,762.1,Yes
Female,0,No,No,68,DSL,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,No
Female,0,Yes,No,4,No,No internet service,No internet service,No,No internet service,One year,No,Bank transfer (automatic),20.5,79.05,No
Male,0,No,No,11,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,84.8,888.75,No
Male,0,No,Yes,2,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.4,42.9,No
Female,0,No,No,50,No,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),19.4,1023.95,No
Female,0,No,Yes,43,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),106.0,4532.3,No
Male,0,Yes,No,72,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),100.55,7325.1,No
Male,0,Yes,No,36,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,No
Female,1,Yes,No,32,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,Yes
Female,1,No,No,16,DSL,No,Yes,No,Yes,Month-to-month,No,Electronic check,59.4,1023.9,Yes
Male,0,No,No,1,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.3,74.3,No
Male,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,19.8,19.8,Yes
Male,0,Yes,Yes,13,DSL,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,72.8,930.05,No
Male,0,No,No,17,DSL,No,No,No phone service,No,Month-to-month,Yes,Mailed check,25.65,440.2,No
Male,0,No,Yes,29,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,19.85,535.05,No
Female,0,No,No,25,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,19.05,461.3,No
Male,1,No,No,39,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,90.7,3413.25,No
Male,0,Yes,Yes,24,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,20.25,439.75,No
Male,0,No,No,28,Fiber optic,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,No
Female,0,No,No,21,No,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),20.85,435.25,No
Female,0,Yes,No,17,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,19.35,307.0,No
Male,0,Yes,No,58,DSL,No,No,No phone service,Yes,One year,Yes,Credit card (automatic),45.0,2689.35,No
Male,0,Yes,Yes,72,DSL,Yes,Yes,No phone service,Yes,Two year,No,Mailed check,48.9,,No
Male,0,Yes,No,52,Fiber optic,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.1,4348.65,Yes
Female,0,No,No,3,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.0,63.6,No
Female,1,No,No,1,DSL,No,No,No phone service,No,Month-to-month,No,Mailed check,25.05,25.05,Yes
Male,0,Yes,Yes,34,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,3091.75,No
Female,0,Yes,Yes,3,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,19.1,52.0,No
Female,0,No,No,9,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,No
Female,0,Yes,Yes,22,DSL,No,No,No,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,Yes
Female,0,No,No,50,DSL,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.6,4024.2,No
Male,0,No,No,1,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,55.25,55.25,No
Female,0,No,No,5,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,No
Male,1,No,No,51,Fiber optic,No,No,Yes,No,One year,Yes,Bank transfer (automatic),79.6,3974.7,No
Male,0,Yes,No,41,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,3439.0,No
Male,0,No,No,3,,No,Yes,No phone service,No,Month-to-month,Yes,Electronic check,29.75,96.85,No
Male,0,Yes,No,3,DSL,No,No,No phone service,No,Month-to-month,No,Credit card (automatic),29.8,94.4,No
Male,1,Yes,No,4,DSL,No,No,No phone service,No,Month-to-month,Yes,Electronic check,29.9,118.25,No
Female,0,Yes,No,54,Fiber optic,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),106.55,5763.3,Yes
Male,0,No,No,1,,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.1,20.1,Yes
Female,0,No,No,19,DSL,No,No,No phone service,No,Month-to-month,Yes,Electronic check,39.7,710.05,No
Male,1,Yes,No,10,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.65,856.65,Yes
Female,0,No,No,6,Fiber optic,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,433.95,No
Female,0,Yes,Yes,68,DSL,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),85.0,5607.75,No
Female,0,Yes,Yes,34,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,87.45,2874.15,Yes
Male,0,No,No,65,No,No internet service,No internet service,Yes,No internet service,One year,No,Credit card (automatic),24.8,1600.95,No
Male,1,Yes,No,12,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1218.55,Yes
Male,0,No,No,33,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,68.25,2171.15,Yes
Male,0,Yes,No,55,DSL,Yes,No,No,No,Two year,No,Electronic check,58.6,3068.6,No
Female,0,Yes,Yes,69,No,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),20.35,1442.65,No
Male,0,Yes,No,67,DSL,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),69.2,4671.65,No
Male,0,No,No,68,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),117.2,8035.95,No
Female,0,No,No,25,No,No internet service,No internet service,No,No internet service,One year,No,Credit card (automatic),19.9,527.5,No
Male,1,Yes,No,66,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),107.35,7051.95,No
Female,1,No,No,9,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.45,762.5,Yes
Female,0,No,Yes,28,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.25,535.35,No
Female,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,75.55,75.55,No
Male,0,Yes,No,66,Fiber optic,No,No,Yes,No,One year,No,Electronic check,95.3,6273.4,No
Female,0,No,No,1,,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,No
Female,0,Yes,No,18,DSL,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.3,908.75,No
Male,0,No,No,1,DSL,No,No,No,No,Month-to-month,No,Mailed check,46.3,46.3,Yes
Male,0,No,Yes,12,No,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),19.35,212.3,No
Female,0,No,No,7,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.35,564.65,No
Female,0,No,No,12,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,89.4,1095.65,Yes
Female,1,No,No,49,DSL,No,No,No,No,Month-to-month,No,Mailed check,43.8,2106.05,No
Male,0,Yes,Yes,23,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,20.9,454.0,No
Male,0,No,No,27,DSL,Yes,Yes,No,No,Month-to-month,No,Mailed check,53.45,1461.45,No
Male,1,Yes,No,1,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,Yes
Male,0,Yes,No,6,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.5,438.0,Yes
Female,0,Yes,Yes,58,Fiber optic,Yes,No,No,Yes,One year,No,Credit card (automatic),99.25,5846.65,No
Female,0,No,No,4,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.95,355.2,Yes
Female,0,No,No,4,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),20.45,82.85,No
Female,0,No,No,4,DSL,No,No,No,No,Month-to-month,No,Credit card (automatic),50.7,151.3,Yes
Female,1,Yes,No,70,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.65,7714.65,No
Male,0,Yes,No,54,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.55,6118.95,No
Female,0,No,No,26,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.5,1800.05,No
Female,0,Yes,No,72,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),97.0,7104.2,No
Male,0,No,No,10,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.5,863.1,Yes
Female,0,Yes,No,21,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,1948.35,No
Male,1,Yes,No,51,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.8,4750.95,Yes
Female,0,Yes,Yes,34,DSL,Yes,No,No,No,One year,Yes,Mailed check,60.8,2042.05,No
Female,0,No,No,58,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6332.75,No
Male,0,No,No,1,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.55,90.55,Yes
Female,0,Yes,Yes,30,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,25.1,789.55,No
Male,0,No,No,37,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.15,3369.25,No
Male,0,No,No,4,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,45.9,199.75,No
Male,0,Yes,Yes,72,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),25.1,1790.8,No
Female,0,No,No,35,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,21.1,741.0,No
Female,0,No,No,23,DSL,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.55,1843.05,No
Female,0,No,No,4,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,196.95,Yes
Male,0,No,No,19,DSL,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,865.85,No
Female,0,Yes,Yes,9,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.35,754.65,Yes
Female,1,Yes,No,2,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,153.8,No
Female,0,No,No,1,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,20.9,20.9,Yes
Male,0,No,No,44,DSL,Yes,No,No phone service,Yes,One year,Yes,Electronic check,54.0,2440.25,No
Male,0,No,No,3,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,43.3,123.65,Yes
Male,1,Yes,No,2,,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,140.1,No
Female,0,No,No,10,No,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,19.8,198.25,No
Female,0,Yes,No,49,DSL,Yes,No,No phone service,Yes,Month-to-month,No,Bank transfer (automatic),40.65,2070.75,No
Male,0,Yes,No,71,DSL,Yes,Yes,Yes,Yes,Two year,No,Electronic check,83.2,6126.1,No
