T,RH,AH,PT08_S1_CO,PT08_S2_NMHC,PT08_S3_NOx,PT08_S4_NO2,PT08_S5_O3,NOx_GT,NO2_GT,CO_GT
24.2,65.6,1.9501,1265.0,1184.0,619.0,1930.0,1270.0,-200.0,-200.0,-200.0
26.9,53.1,1.8557,1299.0,1220.0,624.0,1929.0,1319.0,341.0,112.0,3.3
22.1,67.3,1.7671,1127.0,989.0,752.0,1724.0,1096.0,203.0,74.0,1.8
21.1,70.1,1.7366,1060.0,925.0,772.0,1649.0,1161.0,339.0,109.0,1.6
19.7,74.4,1.6829,1066.0,982.0,740.0,1699.0,1065.0,239.0,53.0,1.4
20.4,72.8,1.7198,1420.0,1430.0,512.0,2194.0,1510.0,525.0,81.0,4.1
21.1,58.3,1.4444,1021.0,979.0,798.0,1580.0,958.0,248.0,95.0,1.7
23.3,46.2,1.301,1021.0,985.0,816.0,1524.0,977.0,339.0,107.0,1.9
23.0,49.3,1.3689,1167.0,1263.0,640.0,1790.0,1212.0,338.0,113.0,3.5
23.2,43.3,1.2161,1103.0,1143.0,741.0,1647.0,1089.0,310.0,116.0,2.7
24.7,37.1,1.1397,1040.0,946.0,827.0,1424.0,952.0,234.0,116.0,2.0
18.6,60.0,1.2757,969.0,886.0,863.0,1451.0,953.0,179.0,68.0,1.3
26.5,35.7,1.2149,1094.0,1002.0,755.0,1536.0,1114.0,272.0,110.0,2.2
19.9,62.3,1.4363,819.0,597.0,1112.0,1281.0,613.0,-200.0,-200.0,0.6
20.2,60.8,1.4243,823.0,631.0,1090.0,1304.0,671.0,69.0,47.0,0.5
26.5,31.7,1.0787,1167.0,1282.0,633.0,1685.0,1371.0,448.0,168.0,4.1
23.5,44.7,1.2755,908.0,732.0,966.0,1311.0,722.0,77.0,62.0,0.8
21.8,51.4,1.3272,822.0,612.0,1094.0,1254.0,594.0,-200.0,-200.0,0.5
20.8,55.9,1.3581,814.0,589.0,1119.0,1246.0,565.0,42.0,36.0,0.4
20.1,62.7,1.461,1514.0,1648.0,457.0,2400.0,1749.0,517.0,119.0,5.5
26.8,42.7,1.4864,1316.0,1298.0,562.0,1888.0,1584.0,510.0,172.0,3.7
23.4,59.9,1.6992,1110.0,1045.0,688.0,1638.0,1058.0,213.0,115.0,2.2
22.2,63.0,1.6673,865.0,694.0,989.0,1385.0,678.0,61.0,49.0,0.8
26.2,48.7,1.6256,1247.0,1206.0,600.0,1785.0,1233.0,313.0,148.0,3.3
25.1,50.5,1.584,1168.0,1070.0,667.0,1646.0,1102.0,228.0,116.0,2.3
22.7,53.7,1.458,969.0,835.0,859.0,1437.0,773.0,97.0,64.0,1.0
21.3,61.6,1.5452,1418.0,1328.0,546.0,2017.0,1427.0,535.0,114.0,3.5
25.7,47.8,1.5548,1358.0,1277.0,563.0,1892.0,1429.0,403.0,123.0,3.3
21.1,27.7,0.6853,877.0,844.0,1048.0,1193.0,669.0,112.0,43.0,1.3
13.5,59.4,0.9176,906.0,885.0,872.0,1304.0,912.0,-200.0,-200.0,1.4
19.8,38.6,0.8831,810.0,651.0,1170.0,1117.0,575.0,107.0,55.0,0.9
22.3,30.4,0.8063,842.0,711.0,1077.0,1160.0,516.0,110.0,59.0,0.9
14.1,61.7,0.9844,894.0,794.0,889.0,1266.0,908.0,179.0,71.0,0.9
19.7,40.2,0.9108,951.0,908.0,873.0,1314.0,904.0,275.0,94.0,1.8
15.3,51.9,0.8982,802.0,680.0,1091.0,1137.0,756.0,105.0,73.0,0.8
19.8,47.7,1.0885,1009.0,911.0,788.0,1359.0,1177.0,196.0,111.0,1.5
17.2,53.9,1.0498,929.0,805.0,879.0,1270.0,974.0,146.0,86.0,1.1
17.4,53.4,1.0541,790.0,601.0,1150.0,1157.0,734.0,70.0,60.0,0.5
14.9,59.2,0.9985,1100.0,1097.0,739.0,1516.0,1106.0,277.0,94.0,2.0
22.4,38.8,1.04,1310.0,1334.0,573.0,1747.0,1633.0,617.0,174.0,3.8
26.4,28.5,0.9658,1104.0,1099.0,698.0,1483.0,1147.0,290.0,129.0,2.4
20.3,47.8,1.1281,981.0,860.0,812.0,1298.0,1059.0,150.0,101.0,1.2
19.4,50.3,1.1201,947.0,798.0,869.0,1276.0,943.0,108.0,79.0,0.9
17.5,57.1,1.1311,911.0,710.0,932.0,1226.0,850.0,-200.0,-200.0,-200.0
25.6,43.4,1.4049,1290.0,1151.0,613.0,1638.0,1219.0,267.0,113.0,2.2
26.1,42.6,1.4172,1366.0,1223.0,578.0,1744.0,1288.0,308.0,121.0,2.8
20.8,64.3,1.563,1499.0,1501.0,469.0,2130.0,1565.0,433.0,97.0,4.1
26.6,43.7,1.5031,1229.0,1025.0,663.0,1588.0,1073.0,-200.0,-200.0,-200.0
27.1,43.3,1.5255,1109.0,843.0,769.0,1458.0,743.0,-200.0,-200.0,-200.0
18.3,67.5,1.4044,1100.0,1018.0,706.0,1573.0,1002.0,-200.0,-200.0,-200.0
24.2,49.0,1.4586,1374.0,1346.0,519.0,1910.0,1614.0,-200.0,-200.0,-200.0
27.1,40.2,1.4217,1188.0,1124.0,625.0,1655.0,1094.0,-200.0,-200.0,-200.0
27.4,39.8,1.4318,1227.0,1147.0,612.0,1707.0,1113.0,-200.0,-200.0,-200.0
21.2,59.3,1.4787,1039.0,936.0,731.0,1499.0,1121.0,-200.0,-200.0,-200.0
27.4,43.9,1.5811,1402.0,1213.0,530.0,1789.0,1348.0,-200.0,-200.0,-200.0
28.7,37.3,1.4486,1527.0,1419.0,476.0,1966.0,1507.0,-200.0,-200.0,-200.0
19.7,66.4,1.5035,1468.0,1280.0,518.0,1899.0,1423.0,-200.0,-200.0,-200.0
28.7,38.4,1.486,1389.0,1311.0,525.0,1845.0,1748.0,339.0,98.0,3.5
26.4,45.9,1.5572,1352.0,1296.0,534.0,1846.0,1337.0,211.0,84.0,2.3
24.6,52.2,1.5951,1221.0,1061.0,619.0,1615.0,1178.0,163.0,76.0,1.5
21.9,61.5,1.5967,1158.0,923.0,673.0,1519.0,1072.0,142.0,62.0,1.3
21.1,64.5,1.594,1150.0,871.0,697.0,1502.0,1030.0,155.0,58.0,1.4
21.5,63.7,1.6186,1453.0,1298.0,489.0,1940.0,1497.0,470.0,69.0,3.2
24.7,56.9,1.7438,1520.0,1217.0,552.0,1812.0,1357.0,409.0,103.0,3.7
24.8,59.6,1.8351,1229.0,941.0,680.0,1653.0,1040.0,220.0,68.0,1.9
24.5,58.8,1.7838,1228.0,952.0,668.0,1622.0,1110.0,301.0,81.0,2.3
19.8,78.0,1.7879,1031.0,732.0,872.0,1476.0,704.0,162.0,69.0,1.3
20.8,73.1,1.7695,1143.0,890.0,744.0,1578.0,848.0,224.0,71.0,1.8
20.2,67.9,1.5901,1021.0,811.0,794.0,1502.0,837.0,135.0,52.0,1.4
21.1,64.0,1.5795,1225.0,1155.0,607.0,1738.0,1159.0,379.0,91.0,2.7
21.9,57.6,1.4942,1179.0,1120.0,634.0,1667.0,1119.0,352.0,97.0,2.5
21.7,59.1,1.5115,1435.0,1429.0,499.0,2072.0,1449.0,479.0,109.0,4.8
20.0,63.3,1.4672,1052.0,987.0,700.0,1556.0,1102.0,224.0,62.0,1.9
19.7,49.1,1.1148,962.0,911.0,793.0,1380.0,872.0,-200.0,-200.0,-200.0
16.7,54.1,1.0212,1066.0,1140.0,670.0,1577.0,1032.0,-200.0,-200.0,-200.0
18.0,46.1,0.9401,945.0,886.0,818.0,1307.0,827.0,-200.0,-200.0,-200.0
15.3,58.7,1.0154,984.0,910.0,795.0,1348.0,875.0,-200.0,-200.0,-200.0
14.8,57.3,0.9603,943.0,867.0,834.0,1314.0,891.0,-200.0,-200.0,-200.0
14.9,57.1,0.9581,863.0,732.0,970.0,1207.0,724.0,-200.0,-200.0,-200.0
15.1,56.9,0.9673,861.0,712.0,1004.0,1197.0,718.0,-200.0,-200.0,-200.0
18.8,60.8,1.3036,1211.0,1135.0,615.0,1682.0,1234.0,-200.0,-200.0,-200.0
14.8,83.8,1.4005,934.0,730.0,906.0,1345.0,757.0,-200.0,-200.0,-200.0
15.2,79.4,1.3605,839.0,604.0,1097.0,1259.0,605.0,-200.0,-200.0,-200.0
14.8,81.9,1.3735,879.0,681.0,992.0,1312.0,703.0,-200.0,-200.0,-200.0
14.6,82.9,1.3706,1095.0,977.0,725.0,1562.0,998.0,-200.0,-200.0,-200.0
15.6,77.1,1.3527,1354.0,1358.0,519.0,1942.0,1403.0,-200.0,-200.0,-200.0
18.6,60.4,1.2817,924.0,766.0,902.0,1357.0,752.0,-200.0,-200.0,-200.0
14.7,80.7,1.3414,869.0,649.0,1033.0,1249.0,631.0,-200.0,-200.0,-200.0
22.0,38.9,1.0154,944.0,910.0,828.0,1342.0,777.0,-200.0,-200.0,-200.0
20.2,45.6,1.0663,966.0,906.0,819.0,1354.0,741.0,-200.0,-200.0,-200.0
15.4,78.1,1.3557,929.0,698.0,991.0,1307.0,610.0,-200.0,-200.0,-200.0
20.9,-5.0,0.9866,1053.0,1072.0,733.0,1495.0,832.0,-200.0,-200.0,-200.0
18.2,46.0,0.9538,1105.0,1074.0,712.0,1457.0,1050.0,-200.0,-200.0,-200.0
14.8,64.3,1.073,856.0,732.0,988.0,1247.0,714.0,-200.0,-200.0,-200.0
14.0,76.6,1.2202,910.0,773.0,842.0,1303.0,851.0,-200.0,-200.0,-200.0
14.9,73.8,1.24,932.0,792.0,818.0,1323.0,903.0,-200.0,-200.0,-200.0
15.2,73.4,1.2626,1117.0,1031.0,669.0,1528.0,1107.0,-200.0,-200.0,-200.0
16.6,68.4,1.2829,1526.0,1552.0,441.0,2074.0,1802.0,-200.0,-200.0,-200.0
21.3,60.8,1.5205,1401.0,1326.0,530.0,1887.0,1629.0,-200.0,-200.0,-200.0
21.2,62.2,1.5473,1478.0,1447.0,474.0,2017.0,1664.0,-200.0,-200.0,-200.0
18.8,73.7,1.5785,1369.0,1305.0,513.0,1851.0,1421.0,-200.0,-200.0,-200.0
19.5,69.7,1.5596,1103.0,979.0,666.0,1520.0,1156.0,-200.0,-200.0,-200.0
24.6,58.9,1.8005,1884.0,1846.0,348.0,2595.0,2203.0,895.0,194.0,8.0
22.0,69.2,1.8061,1506.0,1360.0,458.0,1944.0,1609.0,529.0,113.0,4.7
21.7,69.7,1.7872,1481.0,1359.0,467.0,1957.0,1518.0,486.0,105.0,4.4
26.6,49.3,1.6872,1263.0,1143.0,578.0,1736.0,1310.0,-200.0,-200.0,2.6
19.6,71.3,1.612,930.0,741.0,849.0,1392.0,843.0,125.0,48.0,-200.0
20.4,66.7,1.5781,1500.0,1503.0,437.0,2158.0,1927.0,465.0,91.0,4.1
26.0,51.9,1.7148,1459.0,1375.0,467.0,2007.0,1690.0,412.0,111.0,3.8
24.3,54.3,1.6276,1808.0,1771.0,373.0,2486.0,2235.0,686.0,163.0,8.4
21.3,66.1,1.6556,1251.0,1107.0,579.0,1657.0,1407.0,297.0,91.0,2.5
20.4,66.7,1.583,1146.0,983.0,673.0,1518.0,1136.0,201.0,71.0,1.7
27.2,43.0,1.5246,1324.0,1181.0,565.0,1747.0,1318.0,360.0,115.0,3.0
20.0,69.5,1.6109,1302.0,1088.0,594.0,1639.0,1297.0,271.0,84.0,2.6
20.2,65.8,1.535,1010.0,860.0,768.0,1450.0,1212.0,118.0,62.0,1.2
15.8,79.6,1.417,1020.0,866.0,749.0,1440.0,1087.0,253.0,59.0,1.2
16.0,76.3,1.3772,1316.0,1253.0,527.0,1780.0,1566.0,521.0,77.0,3.2
20.0,63.9,1.4805,1351.0,1298.0,498.0,1821.0,1577.0,565.0,111.0,3.5
21.5,60.9,1.5398,1454.0,1380.0,457.0,1947.0,1672.0,568.0,117.0,3.8
17.7,75.6,1.5226,1313.0,1285.0,505.0,1803.0,1373.0,464.0,82.0,3.5
15.5,78.5,1.3782,912.0,788.0,822.0,1331.0,847.0,127.0,48.0,1.0
16.3,75.9,1.3991,1392.0,1429.0,469.0,1990.0,1494.0,581.0,93.0,4.5
22.2,61.0,1.6071,1664.0,1699.0,385.0,2305.0,2062.0,685.0,134.0,6.2
17.7,78.8,1.5855,1075.0,878.0,734.0,1495.0,948.0,169.0,78.0,1.6
19.9,65.3,1.5066,1118.0,1096.0,647.0,1649.0,1130.0,257.0,102.0,2.1
18.2,71.4,1.4776,1184.0,1157.0,586.0,1685.0,1273.0,338.0,94.0,2.8
17.8,71.2,1.4396,990.0,898.0,748.0,1442.0,1006.0,176.0,75.0,1.4
14.8,78.7,1.3169,866.0,734.0,899.0,1299.0,770.0,109.0,45.0,0.9
14.8,79.7,1.3286,881.0,724.0,913.0,1277.0,776.0,-200.0,-200.0,0.7
20.1,62.6,1.4543,950.0,782.0,862.0,1331.0,807.0,127.0,69.0,1.2
17.3,76.3,1.4919,1038.0,856.0,801.0,1415.0,905.0,284.0,116.0,1.8
16.7,79.7,1.503,922.0,783.0,857.0,1367.0,825.0,192.0,76.0,1.0
19.7,68.6,1.5563,972.0,799.0,833.0,1425.0,825.0,199.0,72.0,1.5
22.9,65.7,1.8148,1062.0,880.0,719.0,1580.0,924.0,161.0,62.0,1.5
19.2,74.7,1.6398,1061.0,962.0,679.0,1554.0,1395.0,200.0,45.0,1.8
23.8,65.0,1.8897,1348.0,1157.0,564.0,1810.0,1307.0,376.0,88.0,3.1
17.1,72.8,1.4054,1316.0,1317.0,538.0,1860.0,1336.0,607.0,85.0,3.4
19.2,68.8,1.5097,1138.0,1113.0,610.0,1641.0,1203.0,337.0,66.0,2.6
16.4,74.4,1.3779,836.0,647.0,985.0,1271.0,777.0,65.0,37.0,-200.0
18.8,62.5,1.3401,1177.0,1166.0,621.0,1667.0,1157.0,297.0,75.0,2.2
26.6,42.5,1.4568,1192.0,1085.0,617.0,1638.0,1170.0,266.0,79.0,2.5
22.4,55.2,1.4735,1266.0,1261.0,541.0,1807.0,1285.0,355.0,97.0,3.3
19.5,67.6,1.5156,1187.0,1122.0,589.0,1641.0,1208.0,313.0,77.0,2.7
16.0,72.2,1.3077,1348.0,1357.0,526.0,1833.0,1324.0,464.0,84.0,3.5
23.7,49.8,1.4433,1305.0,1223.0,545.0,1720.0,1414.0,460.0,120.0,-200.0
25.9,42.8,1.4122,1414.0,1414.0,478.0,1896.0,1588.0,486.0,139.0,-200.0
22.2,63.7,1.6865,1589.0,1619.0,406.0,2216.0,1780.0,633.0,124.0,5.8
16.2,70.1,1.2837,1210.0,1188.0,583.0,1575.0,1129.0,305.0,75.0,2.0
19.6,58.3,1.3141,1477.0,1443.0,469.0,1878.0,1646.0,658.0,126.0,4.5
20.8,56.3,1.3664,1354.0,1321.0,504.0,1799.0,1496.0,445.0,107.0,3.3
21.7,53.1,1.3649,1385.0,1354.0,490.0,1823.0,1506.0,455.0,114.0,3.6
23.0,49.0,1.362,1460.0,1430.0,466.0,1932.0,1604.0,524.0,125.0,4.4
17.8,66.9,1.3464,1050.0,881.0,732.0,1363.0,982.0,162.0,69.0,1.3
17.0,64.5,1.2374,852.0,641.0,1012.0,1172.0,710.0,83.0,44.0,0.5
20.4,57.0,1.3507,1391.0,1214.0,518.0,1691.0,1435.0,490.0,112.0,3.3
20.7,59.3,1.4283,1463.0,1280.0,482.0,1794.0,1544.0,496.0,121.0,3.5
20.0,58.4,1.3473,1273.0,1137.0,586.0,1563.0,1231.0,356.0,91.0,2.8
18.0,60.4,1.2331,1072.0,880.0,767.0,1318.0,928.0,224.0,80.0,1.9
17.1,59.2,1.1477,914.0,741.0,891.0,1210.0,803.0,-200.0,-200.0,1.2
15.5,42.4,0.74,777.0,580.0,1263.0,963.0,465.0,100.0,58.0,0.7
18.0,34.7,0.7089,805.0,632.0,1176.0,1033.0,475.0,115.0,63.0,0.7
10.2,71.6,0.8893,847.0,630.0,1057.0,1091.0,537.0,106.0,59.0,0.9
9.5,57.9,0.6877,1189.0,1381.0,566.0,1574.0,1426.0,-200.0,-200.0,-200.0
4.4,71.4,0.6024,720.0,540.0,1296.0,938.0,613.0,-200.0,-200.0,-200.0
11.0,58.8,0.7705,1013.0,905.0,816.0,1201.0,923.0,-200.0,-200.0,1.6
8.3,76.5,0.8426,1236.0,1206.0,615.0,1523.0,1166.0,-200.0,-200.0,3.5
6.9,82.3,0.8244,843.0,622.0,1146.0,1060.0,555.0,-200.0,-200.0,0.7
10.5,62.2,0.7923,1055.0,1007.0,736.0,1301.0,1019.0,457.0,145.0,2.7
9.2,73.9,0.8616,960.0,838.0,797.0,1189.0,996.0,219.0,97.0,1.4
8.1,78.1,0.8452,934.0,787.0,822.0,1147.0,974.0,-200.0,-200.0,1.2
12.5,73.2,1.0563,1186.0,1125.0,617.0,1493.0,1171.0,659.0,184.0,3.4
11.5,78.1,1.0565,1109.0,1021.0,689.0,1361.0,1036.0,395.0,168.0,2.8
11.6,76.0,1.0354,1201.0,1196.0,597.0,1546.0,1196.0,573.0,187.0,3.9
14.1,64.5,1.0287,849.0,604.0,1086.0,1108.0,604.0,117.0,67.0,0.6
14.0,66.1,1.0488,1001.0,798.0,855.0,1257.0,794.0,266.0,113.0,1.4
14.9,62.5,1.0529,978.0,831.0,807.0,1257.0,838.0,257.0,116.0,1.6
16.9,56.5,1.0801,1014.0,843.0,791.0,1297.0,866.0,279.0,116.0,1.7
17.7,55.5,1.1127,1129.0,1028.0,661.0,1480.0,1050.0,352.0,126.0,2.4
16.5,58.8,1.0921,1251.0,1264.0,561.0,1677.0,1289.0,470.0,160.0,3.9
20.8,45.5,1.1054,1149.0,998.0,664.0,1434.0,1101.0,368.0,133.0,2.3
11.1,38.1,0.5023,925.0,923.0,841.0,1115.0,944.0,442.0,162.0,2.4
12.6,36.6,0.5314,883.0,849.0,910.0,1053.0,843.0,361.0,141.0,1.8
13.8,36.2,0.569,894.0,820.0,932.0,1072.0,820.0,288.0,127.0,1.6
13.5,34.9,0.5393,867.0,842.0,909.0,1077.0,737.0,300.0,104.0,1.8
17.5,26.4,0.5228,1160.0,1165.0,655.0,1325.0,1403.0,713.0,219.0,3.5
17.9,22.3,0.4537,985.0,1011.0,779.0,1138.0,1010.0,425.0,148.0,2.2
9.5,51.0,0.6045,974.0,764.0,910.0,1029.0,992.0,196.0,107.0,1.7
14.1,39.2,0.6278,1268.0,1180.0,593.0,1323.0,1632.0,-200.0,-200.0,-200.0
7.5,69.3,0.7201,912.0,685.0,934.0,1050.0,876.0,-200.0,-200.0,1.3
7.7,72.5,0.7666,1407.0,1339.0,531.0,1584.0,1533.0,992.0,225.0,4.5
11.4,58.3,0.7868,1446.0,1374.0,499.0,1560.0,1818.0,1195.0,282.0,5.6
18.4,49.6,1.0391,1321.0,1178.0,552.0,1539.0,1491.0,381.0,182.0,3.1
18.3,51.0,1.0586,1362.0,1223.0,535.0,1597.0,1517.0,541.0,212.0,3.8
18.3,52.3,1.0922,1247.0,1142.0,574.0,1547.0,1199.0,469.0,222.0,5.0
6.3,44.8,0.431,974.0,1019.0,769.0,1122.0,1159.0,412.0,177.0,2.0
5.2,50.8,0.452,1187.0,1114.0,700.0,1193.0,1433.0,572.0,216.0,2.5
3.2,57.0,0.4434,877.0,793.0,944.0,951.0,924.0,253.0,132.0,0.5
10.9,33.8,0.4393,1067.0,981.0,755.0,1104.0,1383.0,402.0,186.0,1.5
7.1,43.2,0.436,1136.0,885.0,806.0,1006.0,1403.0,348.0,163.0,1.3
5.9,47.8,0.4459,1049.0,864.0,818.0,1010.0,1327.0,267.0,145.0,0.8
3.7,56.3,0.4544,870.0,684.0,997.0,895.0,936.0,-200.0,-200.0,0.1
6.2,51.8,0.4952,1394.0,2214.0,411.0,1629.0,2311.0,801.0,218.0,3.1
6.8,49.8,0.4959,1252.0,1439.0,559.0,1383.0,1798.0,884.0,239.0,2.7
8.0,49.2,0.5282,1369.0,1434.0,489.0,1539.0,1883.0,953.0,237.0,3.6
8.5,49.6,0.5517,1411.0,1371.0,500.0,1484.0,1919.0,1058.0,235.0,3.5
8.9,54.2,0.6183,1706.0,1641.0,381.0,1778.0,2522.0,1218.0,239.0,6.5
13.9,67.6,1.0666,1769.0,1624.0,396.0,2041.0,2202.0,1189.0,233.0,7.3
13.6,71.0,1.1018,1821.0,1673.0,371.0,2119.0,2201.0,1201.0,215.0,7.3
13.2,72.6,1.0936,1982.0,1959.0,322.0,2536.0,2386.0,1369.0,227.0,10.2
10.4,79.3,0.9993,1693.0,1590.0,412.0,1949.0,2025.0,1189.0,178.0,8.3
10.0,76.1,0.9329,1429.0,1401.0,475.0,1698.0,1689.0,812.0,144.0,5.3
4.0,85.7,0.7041,1053.0,955.0,710.0,1154.0,1050.0,486.0,94.0,2.2
4.0,83.1,0.682,1057.0,1004.0,702.0,1204.0,1080.0,585.0,100.0,2.2
10.0,63.4,0.7791,1315.0,1300.0,547.0,1531.0,1659.0,807.0,190.0,4.6
15.4,43.0,0.7483,1104.0,1028.0,696.0,1263.0,1227.0,279.0,109.0,2.0
12.7,77.5,1.1339,1531.0,1238.0,619.0,1583.0,1774.0,685.0,140.0,4.2
12.4,78.4,1.1269,1424.0,1145.0,641.0,1482.0,1615.0,574.0,122.0,3.8
13.7,76.3,1.1932,1298.0,1017.0,727.0,1418.0,1193.0,398.0,110.0,2.5
15.6,71.4,1.2596,1567.0,1300.0,473.0,1753.0,1743.0,745.0,158.0,4.7
10.6,79.4,1.0133,1250.0,989.0,665.0,1343.0,1204.0,327.0,88.0,2.5
10.5,78.6,0.9976,1046.0,817.0,790.0,1214.0,957.0,-200.0,-200.0,-200.0
8.9,77.1,0.8804,848.0,560.0,1206.0,1045.0,644.0,62.0,44.0,0.7
10.2,78.4,0.9757,1203.0,988.0,658.0,1350.0,1315.0,412.0,113.0,3.0
8.9,83.0,0.9487,993.0,720.0,891.0,1143.0,925.0,156.0,66.0,1.5
16.8,58.7,1.1109,1114.0,872.0,857.0,1310.0,991.0,197.0,98.0,1.9
16.5,59.2,1.1021,1022.0,744.0,1224.0,1210.0,847.0,149.0,87.0,1.4
13.7,70.9,1.1076,1312.0,1177.0,711.0,1588.0,1261.0,439.0,141.0,3.6
15.3,54.3,0.9357,1113.0,980.0,984.0,1311.0,995.0,278.0,109.0,2.2
11.9,62.3,0.8674,1362.0,1373.0,755.0,1698.0,1461.0,600.0,159.0,5.2
9.8,79.4,0.9626,1039.0,880.0,1198.0,1251.0,933.0,273.0,113.0,2.2
9.1,80.0,0.9299,900.0,701.0,1955.0,1127.0,749.0,117.0,76.0,1.2
12.3,78.8,1.1279,1547.0,1532.0,1009.0,1972.0,1718.0,1040.0,185.0,7.5
11.3,83.1,1.1089,1060.0,877.0,1648.0,1313.0,929.0,327.0,107.0,2.0
11.7,77.8,1.0689,975.0,787.0,1812.0,1238.0,844.0,223.0,96.0,1.9
13.3,70.7,1.0749,1477.0,1501.0,444.0,1972.0,1691.0,860.0,139.0,5.0
16.4,61.9,1.1465,1295.0,1205.0,538.0,1579.0,1476.0,668.0,128.0,3.4
16.7,67.3,1.2707,1516.0,1423.0,455.0,1881.0,1688.0,774.0,151.0,4.9
15.3,73.6,1.2691,1646.0,1570.0,401.0,2049.0,1846.0,964.0,154.0,6.6
13.8,85.5,1.3469,988.0,709.0,897.0,1267.0,785.0,178.0,82.0,0.9
14.6,81.6,1.3448,1555.0,1377.0,455.0,1834.0,1621.0,897.0,154.0,5.1
16.4,72.1,1.336,1280.0,1144.0,555.0,1599.0,1624.0,481.0,144.0,3.0
17.7,68.3,1.3713,1648.0,1612.0,401.0,2177.0,1885.0,858.0,173.0,6.9
12.1,79.4,1.1201,1166.0,1013.0,643.0,1408.0,1144.0,451.0,90.0,2.9
12.4,77.1,1.1072,1024.0,822.0,800.0,1266.0,954.0,277.0,70.0,1.3
11.9,88.7,1.2352,1187.0,961.0,685.0,1408.0,1017.0,497.0,115.0,2.6
12.3,67.5,0.9624,862.0,639.0,1033.0,1100.0,727.0,148.0,81.0,1.0
12.0,80.8,1.1264,1061.0,887.0,745.0,1367.0,889.0,246.0,86.0,1.8
12.1,75.5,1.0669,987.0,746.0,880.0,1212.0,833.0,281.0,103.0,2.0
12.2,78.8,1.1178,1012.0,817.0,819.0,1314.0,878.0,302.0,89.0,1.3
17.3,57.1,1.1161,1173.0,1170.0,597.0,1551.0,1289.0,379.0,115.0,2.9
16.4,59.5,1.1017,1237.0,1239.0,570.0,1620.0,1389.0,387.0,123.0,3.1
14.0,66.1,1.05,966.0,770.0,900.0,1206.0,956.0,191.0,74.0,1.4
12.5,65.8,0.9538,1236.0,1203.0,681.0,1566.0,1311.0,499.0,114.0,3.4
17.4,53.3,1.0528,1357.0,1339.0,657.0,1583.0,1639.0,572.0,141.0,3.5
14.9,58.4,0.9843,1115.0,1036.0,649.0,1381.0,1200.0,289.0,99.0,2.4
14.6,60.6,1.0033,1111.0,887.0,720.0,1262.0,1132.0,244.0,92.0,1.8
11.6,72.5,0.9916,1080.0,896.0,1075.0,1262.0,1033.0,212.0,75.0,1.7
12.8,66.3,0.9804,947.0,666.0,985.0,1115.0,795.0,159.0,68.0,1.0
13.1,66.2,0.9933,1111.0,884.0,751.0,1280.0,1025.0,310.0,81.0,1.7
14.9,65.7,1.105,926.0,649.0,1035.0,1145.0,741.0,134.0,83.0,1.0
14.8,48.4,0.8069,948.0,799.0,1539.0,1145.0,827.0,226.0,105.0,1.7
11.7,38.1,0.5223,734.0,478.0,2294.0,805.0,378.0,51.0,39.0,0.4
12.3,150.0,0.5086,919.0,795.0,2327.0,998.0,822.0,315.0,110.0,1.4
18.1,20.8,0.4274,934.0,914.0,873.0,1016.0,834.0,324.0,111.0,1.7
12.8,22.5,0.3309,802.0,743.0,1051.0,826.0,751.0,202.0,110.0,1.3
11.7,33.8,0.4623,890.0,688.0,1015.0,897.0,840.0,-200.0,-200.0,1.1
17.8,23.6,0.4766,1095.0,1067.0,702.0,1152.0,1216.0,389.0,133.0,2.6
4.0,69.0,0.5661,992.0,853.0,821.0,1052.0,1038.0,323.0,111.0,1.9
7.9,59.2,0.6331,1021.0,808.0,961.0,1048.0,1098.0,224.0,102.0,2.0
6.4,63.3,0.6123,868.0,567.0,1238.0,919.0,823.0,91.0,64.0,0.7
13.9,42.8,0.6761,1410.0,1363.0,690.0,1515.0,2014.0,696.0,187.0,4.1
9.0,70.1,0.8036,1103.0,928.0,715.0,1174.0,1287.0,327.0,112.0,1.7
8.0,70.6,0.7607,918.0,704.0,920.0,1032.0,932.0,-200.0,-200.0,1.0
6.8,75.4,0.7475,895.0,663.0,977.0,1007.0,866.0,165.0,74.0,0.8
7.6,70.6,0.7371,1406.0,1483.0,478.0,1767.0,1708.0,581.0,139.0,4.4
16.7,47.3,0.8883,1383.0,1314.0,785.0,1538.0,1793.0,524.0,188.0,3.3
,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,1159.0,257.0,7.4
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,244.0,82.0,1.0
-200.0,,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,803.0,167.0,4.9
,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,861.0,181.0,4.3
-200.0,,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,289.0,100.0,2.0
,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,191.0,81.0,-200.0
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,398.0,99.0,1.6
-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,1237.0,203.0,8.6
,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,371.0,112.0,1.8
,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,854.0,137.0,4.1
-200.0,,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,963.0,198.0,5.1
